goos: linux
goarch: amd64
pkg: bench-hashmaps
cpu: Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz
BenchmarkU32RandomShuffleInserts/std-50000-8      	       2	   2398264 ns/op	   3642816 Bytes	        -1.000 Load	     50000 N-runs	 1635592 B/op	    1875 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/robin-600000-8               	       2	  20478516 ns/op	  52442128 Bytes	         0.2861 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/robinLowLoad-600000-8        	       2	  21292418 ns/op	  93435168 Bytes	         0.1431 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/unordered-600000-8           	       2	  28335774 ns/op	  32239424 Bytes	         0.2861 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/swiss-600000-8               	       2	  28751654 ns/op	  31995224 Bytes	        -1.000 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/generic-600000-8             	       2	  23464200 ns/op	  80754088 Bytes	        -1.000 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/flat-600000-8                	       2	  19047342 ns/op	  55588464 Bytes	         0.1431 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/hopscotch-600000-8           	       2	  21076520 ns/op	  43022000 Bytes	         0.2861 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/hopscotchLowLoad-600000-8    	       2	  20709032 ns/op	  80770832 Bytes	         0.1431 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/std-800000-8                 	       2	  52408348 ns/op	  41018784 Bytes	        -1.000 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/robin-800000-8               	       2	  28774105 ns/op	  50902912 Bytes	         0.3815 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/robinLowLoad-800000-8        	       2	  28033628 ns/op	  94967760 Bytes	         0.1907 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/unordered-800000-8           	       2	  37614960 ns/op	  38645744 Bytes	         0.3815 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/swiss-800000-8               	       2	  37445858 ns/op	  33601544 Bytes	        -1.000 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/generic-800000-8             	       2	  33734621 ns/op	  82360504 Bytes	        -1.000 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/flat-800000-8                	       2	  26773820 ns/op	  57194784 Bytes	         0.1907 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/hopscotch-800000-8           	       2	  31227188 ns/op	  44628320 Bytes	         0.3815 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/hopscotchLowLoad-800000-8    	       2	  28796895 ns/op	  82377152 Bytes	         0.1907 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/std-1000000-8                	       2	  61666849 ns/op	  71751424 Bytes	        -1.000 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/robin-1000000-8              	       2	  35536864 ns/op	  99687248 Bytes	         0.2384 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/robinLowLoad-1000000-8       	       2	  35943696 ns/op	  96738416 Bytes	         0.2384 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/unordered-1000000-8          	       2	  51047424 ns/op	  45044368 Bytes	         0.4768 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/swiss-1000000-8              	       2	  46738047 ns/op	  61938856 Bytes	        -1.000 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/generic-1000000-8            	       2	  44117360 ns/op	  83959128 Bytes	        -1.000 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/flat-1000000-8               	       2	  32748782 ns/op	  58793408 Bytes	         0.2384 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/hopscotch-1000000-8          	       2	  36946731 ns/op	  83975776 Bytes	         0.2384 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/hopscotchLowLoad-1000000-8   	       2	  36717186 ns/op	  83975872 Bytes	         0.2384 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/std-1200000-8                	       2	  74284890 ns/op	  73574000 Bytes	        -1.000 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/robin-1200000-8              	       2	  43205458 ns/op	 104431696 Bytes	         0.2861 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/robinLowLoad-1200000-8       	       2	  42093442 ns/op	 186214960 Bytes	         0.1431 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/unordered-1200000-8          	       2	  60848113 ns/op	  64020128 Bytes	         0.2861 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/swiss-1200000-8              	       2	  54195852 ns/op	  63531720 Bytes	        -1.000 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/generic-1200000-8            	       2	  50815654 ns/op	 161049464 Bytes	        -1.000 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/flat-1200000-8               	       2	  40820646 ns/op	 110718208 Bytes	         0.1431 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/hopscotch-1200000-8          	       2	  45166816 ns/op	  85568928 Bytes	         0.2861 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/hopscotchLowLoad-1200000-8   	       2	  43567175 ns/op	 161066592 Bytes	         0.1431 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/std-1400000-8                	       2	  93679666 ns/op	  76823600 Bytes	        -1.000 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/robin-1400000-8              	       2	  50957638 ns/op	  99741680 Bytes	         0.3338 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/robinLowLoad-1400000-8       	       2	  51126150 ns/op	 194113616 Bytes	         0.1669 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/unordered-1400000-8          	       2	  72578438 ns/op	  62038624 Bytes	         0.3338 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/swiss-1400000-8              	       2	  67302872 ns/op	  65138824 Bytes	        -1.000 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/generic-1400000-8            	       2	  60081394 ns/op	 162656472 Bytes	        -1.000 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/flat-1400000-8               	       2	  48987760 ns/op	 112324928 Bytes	         0.1669 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/hopscotch-1400000-8          	       2	  56198662 ns/op	  87175552 Bytes	         0.3338 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/hopscotchLowLoad-1400000-8   	       2	  52262188 ns/op	 162673216 Bytes	         0.1669 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/std-1600000-8                	       2	 118557786 ns/op	  81740624 Bytes	        -1.000 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/robin-1600000-8              	       2	  61310734 ns/op	 101438320 Bytes	         0.3815 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/robinLowLoad-1600000-8       	       2	  57761347 ns/op	 189423568 Bytes	         0.1907 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/unordered-1600000-8          	       2	  88621484 ns/op	  68436960 Bytes	         0.3815 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/swiss-1600000-8              	       2	  79820516 ns/op	  66737160 Bytes	        -1.000 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/generic-1600000-8            	       2	  68679063 ns/op	 164254904 Bytes	        -1.000 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/flat-1600000-8               	       2	  54450156 ns/op	 113923360 Bytes	         0.1907 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/hopscotch-1600000-8          	       2	  65781764 ns/op	  88773984 Bytes	         0.3815 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/hopscotchLowLoad-1600000-8   	       2	  58131502 ns/op	 164271744 Bytes	         0.1907 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/std-1800000-8                	       2	 111357654 ns/op	 141236240 Bytes	        -1.000 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/robin-1800000-8              	       2	  63225775 ns/op	 191411952 Bytes	         0.2146 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/robinLowLoad-1800000-8       	       2	  63580156 ns/op	 191031408 Bytes	         0.2146 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/unordered-1800000-8          	       2	  97367636 ns/op	  83224328 Bytes	         0.4292 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/swiss-1800000-8              	       2	 112759664 ns/op	  68335784 Bytes	        -1.000 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/generic-1800000-8            	       2	  79176785 ns/op	 165853432 Bytes	        -1.000 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/flat-1800000-8               	       2	  64217325 ns/op	 115522176 Bytes	         0.2146 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/hopscotch-1800000-8          	       2	  66729654 ns/op	 165870272 Bytes	         0.2146 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/hopscotchLowLoad-1800000-8   	       2	  65986117 ns/op	 165870464 Bytes	         0.2146 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/std-2000000-8                	       2	 123952211 ns/op	 143048960 Bytes	        -1.000 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/robin-2000000-8              	       2	  71801440 ns/op	 192675184 Bytes	         0.2384 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/robinLowLoad-2000000-8       	       2	  70574463 ns/op	 192650800 Bytes	         0.2384 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/unordered-2000000-8          	       2	 116445730 ns/op	  81242688 Bytes	         0.4768 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/swiss-2000000-8              	       2	 104421552 ns/op	 123420360 Bytes	        -1.000 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/generic-2000000-8            	       2	  94101011 ns/op	 167460728 Bytes	        -1.000 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/flat-2000000-8               	       2	  71873097 ns/op	 117129184 Bytes	         0.2384 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/hopscotch-2000000-8          	       2	  78615752 ns/op	 167477280 Bytes	         0.2384 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/hopscotchLowLoad-2000000-8   	       2	  77374688 ns/op	 167477376 Bytes	         0.2384 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/std-2200000-8                	       2	 144054582 ns/op	 144882912 Bytes	        -1.000 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/robin-2200000-8              	       2	  82316278 ns/op	 194617680 Bytes	         0.2623 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/robinLowLoad-2200000-8       	       2	  77842276 ns/op	 371958288 Bytes	         0.1311 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/unordered-2200000-8          	       2	 117886225 ns/op	 121195552 Bytes	         0.2623 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/swiss-2200000-8              	       2	 119416562 ns/op	 125018792 Bytes	        -1.000 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/generic-2200000-8            	       2	  92879784 ns/op	 320054008 Bytes	        -1.000 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/flat-2200000-8               	       2	  76750080 ns/op	 219391008 Bytes	         0.1311 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/hopscotch-2200000-8          	       2	  84404050 ns/op	 169075792 Bytes	         0.2623 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/hopscotchLowLoad-2200000-8   	       2	  77942014 ns/op	 320071232 Bytes	         0.1311 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/std-2400000-8                	       2	 156104940 ns/op	 146830016 Bytes	        -1.000 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/robin-2400000-8              	       2	  84580342 ns/op	 195823472 Bytes	         0.2861 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/robinLowLoad-2400000-8       	       2	  83368892 ns/op	 371984432 Bytes	         0.1431 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/unordered-2400000-8          	       2	 129655238 ns/op	 127594656 Bytes	         0.2861 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/swiss-2400000-8              	       2	 126785176 ns/op	 126617896 Bytes	        -1.000 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/generic-2400000-8            	       2	  97418352 ns/op	 321653400 Bytes	        -1.000 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/flat-2400000-8               	       2	  80764605 ns/op	 220990208 Bytes	         0.1431 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/hopscotch-2400000-8          	       2	  92413478 ns/op	 170675104 Bytes	         0.2861 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/hopscotchLowLoad-2400000-8   	       2	  84878186 ns/op	 321670144 Bytes	         0.1431 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/std-2600000-8                	       2	 176137528 ns/op	 148939424 Bytes	        -1.000 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/robin-2600000-8              	       2	 102820126 ns/op	 197443056 Bytes	         0.3099 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/robinLowLoad-2600000-8       	       2	  94748236 ns/op	 373640880 Bytes	         0.1550 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/unordered-2600000-8          	       2	 142357884 ns/op	 134002048 Bytes	         0.3099 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/swiss-2600000-8              	       2	 136395982 ns/op	 128225464 Bytes	        -1.000 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/generic-2600000-8            	       2	 105941014 ns/op	 323260872 Bytes	        -1.000 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/flat-2600000-8               	       2	  88106143 ns/op	 222597776 Bytes	         0.1550 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/hopscotch-2600000-8          	       2	 101597808 ns/op	 172282576 Bytes	         0.3099 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/hopscotchLowLoad-2600000-8   	       2	  94116982 ns/op	 323277808 Bytes	         0.1550 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/std-2800000-8                	       2	 186910138 ns/op	 153383632 Bytes	        -1.000 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/robin-2800000-8              	       2	 102249745 ns/op	 199423536 Bytes	         0.3338 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/robinLowLoad-2800000-8       	       2	  96068313 ns/op	 375191376 Bytes	         0.1669 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/unordered-2800000-8          	       2	 161316344 ns/op	 123624560 Bytes	         0.3338 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/swiss-2800000-8              	       2	 149453966 ns/op	 129824920 Bytes	        -1.000 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/generic-2800000-8            	       2	 116063325 ns/op	 324860232 Bytes	        -1.000 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/flat-2800000-8               	       2	  96144075 ns/op	 224197136 Bytes	         0.1669 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/hopscotch-2800000-8          	       2	 112336749 ns/op	 173882032 Bytes	         0.3338 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/hopscotchLowLoad-2800000-8   	       2	  99117154 ns/op	 324877168 Bytes	         0.1669 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/std-3000000-8                	       2	 214917668 ns/op	 157990656 Bytes	        -1.000 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/robin-3000000-8              	       2	 112542336 ns/op	 200629408 Bytes	         0.3576 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/robinLowLoad-3000000-8       	       2	 103243268 ns/op	 376796512 Bytes	         0.1788 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/unordered-3000000-8          	       2	 171719652 ns/op	 130023376 Bytes	         0.3576 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/swiss-3000000-8              	       2	 170208798 ns/op	 131423736 Bytes	        -1.000 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/generic-3000000-8            	       2	 133828848 ns/op	 326459144 Bytes	        -1.000 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/flat-3000000-8               	       2	 110750124 ns/op	 225796048 Bytes	         0.1788 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/hopscotch-3000000-8          	       2	 122355912 ns/op	 175481136 Bytes	         0.3576 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullReadsAfterDeletingHalf/hopscotchLowLoad-3000000-8   	       2	 107756713 ns/op	 326476272 Bytes	         0.1788 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullIteration/std-50000-8                               	       2	    535373 ns/op	   3007904 Bytes	        -1.000 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullIteration/robin-50000-8                             	       2	    280161 ns/op	   3228720 Bytes	         0.7629 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullIteration/robinLowLoad-50000-8                      	       2	    600220 ns/op	   6374624 Bytes	         0.3815 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullIteration/unordered-50000-8                         	       2	    582082 ns/op	   3114112 Bytes	         0.7629 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullIteration/swiss-50000-8                             	       2	    217585 ns/op	   3080440 Bytes	        -1.000 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullIteration/generic-50000-8                           	       2	    422268 ns/op	   5588376 Bytes	        -1.000 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullIteration/flat-50000-8                              	       2	    632286 ns/op	   4009456 Bytes	         0.3815 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullIteration/hopscotch-50000-8                         	       2	    285263 ns/op	   4820512 Bytes	         0.7626 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullIteration/hopscotchLowLoad-50000-8                  	       2	    618558 ns/op	   5599008 Bytes	         0.3814 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullIteration/std-100000-8                              	       2	   1112452 ns/op	   5535568 Bytes	        -1.000 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullIteration/robin-100000-8                            	       2	    532509 ns/op	   5996496 Bytes	         0.7629 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullIteration/robinLowLoad-100000-8                     	       2	   1231350 ns/op	  13062160 Bytes	         0.3815 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullIteration/unordered-100000-8                        	       2	   1126698 ns/op	   5238672 Bytes	         0.7629 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullIteration/swiss-100000-8                            	       2	    392472 ns/op	   5165304 Bytes	        -1.000 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullIteration/generic-100000-8                          	       2	    791062 ns/op	  10703160 Bytes	        -1.000 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullIteration/flat-100000-8                             	       2	   1074638 ns/op	   7557520 Bytes	         0.3815 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullIteration/hopscotch-100000-8                        	       2	    515520 ns/op	   6001296 Bytes	         0.7628 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullIteration/hopscotchLowLoad-100000-8                 	       2	   1151723 ns/op	  10720240 Bytes	         0.3814 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullIteration/std-200000-8                              	       2	   2295230 ns/op	  10611872 Bytes	        -1.000 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullIteration/robin-200000-8                            	       2	   1218958 ns/op	  13081232 Bytes	         0.7629 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullIteration/robinLowLoad-200000-8                     	       2	   2626441 ns/op	  24089840 Bytes	         0.3815 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullIteration/unordered-200000-8                        	       2	   2827770 ns/op	   8966912 Bytes	         0.7629 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullIteration/swiss-200000-8                            	       2	    734377 ns/op	   8754616 Bytes	        -1.000 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullIteration/generic-200000-8                          	       2	   1683051 ns/op	  20944840 Bytes	        -1.000 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullIteration/flat-200000-8                             	       2	   2151303 ns/op	  14653664 Bytes	         0.3815 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullIteration/hopscotch-200000-8                        	       2	   1234390 ns/op	  11524384 Bytes	         0.7628 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullIteration/hopscotchLowLoad-200000-8                 	       2	   2475788 ns/op	  20961824 Bytes	         0.3815 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullIteration/std-400000-8                              	       2	   5244940 ns/op	  20779552 Bytes	        -1.000 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullIteration/robin-400000-8                            	       2	   2465210 ns/op	  25713272 Bytes	         0.7629 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullIteration/robinLowLoad-400000-8                     	       2	   5573264 ns/op	  47758112 Bytes	         0.3815 Load	    400000 N-runs	       0 B/op	       0 allocs/op
