goos: linux
goarch: amd64
pkg: bench-hashmaps
cpu: Intel(R) Core(TM) i7-7700 CPU @ 3.60GHz
BenchmarkU32RandomShuffleInserts/std-50000-8      	       2	   2714240 ns/op	   3636248 Bytes	        -1.000 Load	     50000 N-runs	 1629944 B/op	    1871 allocs/op
BenchmarkU64RandomFullWithReserveInserts/generic-1200000-8             	       2	  78671791 ns/op	 160914064 Bytes	        -1.000 Load	   1200000 N-runs	100663296 B/op	       1 allocs/op
BenchmarkU64RandomFullWithReserveInserts/std-1400000-8                 	       2	 105607772 ns/op	  53642992 Bytes	        -1.000 Load	   1400000 N-runs	 2024792 B/op	    7959 allocs/op
BenchmarkU64RandomFullWithReserveInserts/robin-1400000-8               	       2	  69548409 ns/op	 112196616 Bytes	         0.3338 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullWithReserveInserts/robinLowLoad-1400000-8        	       2	  70068739 ns/op	 112196680 Bytes	         0.3338 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullWithReserveInserts/unordered-1400000-8           	       2	 165225462 ns/op	  61902248 Bytes	         0.6676 Load	   1400000 N-runs	33600000 B/op	 1400000 allocs/op
BenchmarkU64RandomFullWithReserveInserts/swiss-1400000-8               	       2	  46618308 ns/op	  65936552 Bytes	        -1.000 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullWithReserveInserts/generic-1400000-8             	       2	  86765961 ns/op	 162520176 Bytes	        -1.000 Load	   1400000 N-runs	100663344 B/op	       1 allocs/op
BenchmarkU64RandomFullWithReserveInserts/std-1600000-8                 	       2	 123842352 ns/op	  58567520 Bytes	        -1.000 Load	   1600000 N-runs	 5336064 B/op	   26576 allocs/op
BenchmarkU64RandomFullWithReserveInserts/robin-1600000-8               	       2	  81207698 ns/op	 113794536 Bytes	         0.3815 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullWithReserveInserts/robinLowLoad-1600000-8        	       2	  81303272 ns/op	 113794600 Bytes	         0.3815 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullWithReserveInserts/unordered-1600000-8           	       2	 196198549 ns/op	  68300168 Bytes	         0.7629 Load	   1600000 N-runs	38400000 B/op	 1600000 allocs/op
BenchmarkU64RandomFullWithReserveInserts/swiss-1600000-8               	       2	  54473834 ns/op	  75316872 Bytes	        -1.000 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullWithReserveInserts/generic-1600000-8             	       2	  94664080 ns/op	 164118000 Bytes	        -1.000 Load	   1600000 N-runs	100663296 B/op	       1 allocs/op
BenchmarkU64RandomFullWithReserveInserts/std-1800000-8                 	       2	 120701028 ns/op	  95064960 Bytes	        -1.000 Load	   1800000 N-runs	  128272 B/op	      17 allocs/op
BenchmarkU64RandomFullWithReserveInserts/robin-1800000-8               	       2	  92842587 ns/op	 115392456 Bytes	         0.4292 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullWithReserveInserts/robinLowLoad-1800000-8        	       2	  92502206 ns/op	 115392520 Bytes	         0.4292 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullWithReserveInserts/unordered-1800000-8           	       2	 233921541 ns/op	  74698184 Bytes	         0.8583 Load	   1800000 N-runs	43200048 B/op	 1800000 allocs/op
BenchmarkU64RandomFullWithReserveInserts/swiss-1800000-8               	       2	  64109818 ns/op	  84681000 Bytes	        -1.000 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullWithReserveInserts/generic-1800000-8             	       2	 103919074 ns/op	 165716112 Bytes	        -1.000 Load	   1800000 N-runs	100663296 B/op	       1 allocs/op
BenchmarkU64RandomFullWithReserveInserts/std-2000000-8                 	       2	 137121320 ns/op	  96802240 Bytes	        -1.000 Load	   2000000 N-runs	  259344 B/op	      19 allocs/op
BenchmarkU64RandomFullWithReserveInserts/robin-2000000-8               	       2	 104762403 ns/op	 116998760 Bytes	         0.4768 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullWithReserveInserts/robinLowLoad-2000000-8        	       2	 104788748 ns/op	 116998824 Bytes	         0.4768 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullWithReserveInserts/unordered-2000000-8           	       2	 268717828 ns/op	  81104392 Bytes	         0.9537 Load	   2000000 N-runs	48000000 B/op	 2000000 allocs/op
BenchmarkU64RandomFullWithReserveInserts/swiss-2000000-8               	       2	  73236966 ns/op	  94069512 Bytes	        -1.000 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullWithReserveInserts/generic-2000000-8             	       2	 116475179 ns/op	 167322224 Bytes	        -1.000 Load	   2000000 N-runs	100663296 B/op	       1 allocs/op
BenchmarkU64RandomFullWithReserveInserts/std-2200000-8                 	       2	 157155443 ns/op	  98629728 Bytes	        -1.000 Load	   2200000 N-runs	  488720 B/op	      21 allocs/op
BenchmarkU64RandomFullWithReserveInserts/robin-2200000-8               	       2	 108975622 ns/op	 219260264 Bytes	         0.2623 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullWithReserveInserts/robinLowLoad-2200000-8        	       2	 109141774 ns/op	 219260424 Bytes	         0.2623 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullWithReserveInserts/unordered-2200000-8           	       2	 277100050 ns/op	 104279912 Bytes	         0.5245 Load	   2200000 N-runs	52800000 B/op	 2200000 allocs/op
BenchmarkU64RandomFullWithReserveInserts/swiss-2200000-8               	       2	  85492266 ns/op	 103417448 Bytes	        -1.000 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullWithReserveInserts/generic-2200000-8             	       2	 141927611 ns/op	 319915472 Bytes	        -1.000 Load	   2200000 N-runs	201326592 B/op	       1 allocs/op
BenchmarkU64RandomFullWithReserveInserts/std-2400000-8                 	       2	 174971592 ns/op	 100621056 Bytes	        -1.000 Load	   2400000 N-runs	  881936 B/op	      23 allocs/op
BenchmarkU64RandomFullWithReserveInserts/robin-2400000-8               	       2	 119898353 ns/op	 220858184 Bytes	         0.2861 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullWithReserveInserts/robinLowLoad-2400000-8        	       2	 119608756 ns/op	 220858344 Bytes	         0.2861 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullWithReserveInserts/unordered-2400000-8           	       2	 297220344 ns/op	 110677832 Bytes	         0.5722 Load	   2400000 N-runs	57600000 B/op	 2400000 allocs/op
BenchmarkU64RandomFullWithReserveInserts/swiss-2400000-8               	       2	  94636182 ns/op	 112797768 Bytes	        -1.000 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullWithReserveInserts/generic-2400000-8             	       2	 151850700 ns/op	 321513488 Bytes	        -1.000 Load	   2400000 N-runs	201326592 B/op	       1 allocs/op
BenchmarkU64RandomFullWithReserveInserts/std-2600000-8                 	       2	 194988970 ns/op	 102713584 Bytes	        -1.000 Load	   2600000 N-runs	 1389640 B/op	    1615 allocs/op
BenchmarkU64RandomFullWithReserveInserts/robin-2600000-8               	       2	 130038042 ns/op	 222464392 Bytes	         0.3099 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullWithReserveInserts/robinLowLoad-2600000-8        	       2	 131104590 ns/op	 222464456 Bytes	         0.3099 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullWithReserveInserts/unordered-2600000-8           	       2	 330969052 ns/op	 117083944 Bytes	         0.6199 Load	   2600000 N-runs	62400000 B/op	 2600000 allocs/op
BenchmarkU64RandomFullWithReserveInserts/swiss-2600000-8               	       2	 103934092 ns/op	 122169896 Bytes	        -1.000 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullWithReserveInserts/generic-2600000-8             	       2	 158175690 ns/op	 323119504 Bytes	        -1.000 Load	   2600000 N-runs	201326592 B/op	       1 allocs/op
BenchmarkU64RandomFullWithReserveInserts/std-2800000-8                 	       2	 212309648 ns/op	 107175744 Bytes	        -1.000 Load	   2800000 N-runs	 4217904 B/op	   15740 allocs/op
BenchmarkU64RandomFullWithReserveInserts/robin-2800000-8               	       2	 139708130 ns/op	 224062408 Bytes	         0.3338 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullWithReserveInserts/robinLowLoad-2800000-8        	       2	 139809150 ns/op	 224062472 Bytes	         0.3338 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullWithReserveInserts/unordered-2800000-8           	       2	 360954470 ns/op	 123481960 Bytes	         0.6676 Load	   2800000 N-runs	67200000 B/op	 2800000 allocs/op
BenchmarkU64RandomFullWithReserveInserts/swiss-2800000-8               	       2	 117122553 ns/op	  77131056 Bytes	        -1.000 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullWithReserveInserts/generic-2800000-8             	       2	 167095178 ns/op	 324717936 Bytes	        -1.000 Load	   2800000 N-runs	201326592 B/op	       1 allocs/op
BenchmarkU64RandomFullWithReserveInserts/std-3000000-8                 	       2	 234987981 ns/op	 111811776 Bytes	        -1.000 Load	   3000000 N-runs	 7266952 B/op	   33046 allocs/op
BenchmarkU64RandomFullWithReserveInserts/robin-3000000-8               	       2	 151244298 ns/op	 225660648 Bytes	         0.3576 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullWithReserveInserts/robinLowLoad-3000000-8        	       2	 151902658 ns/op	 225660712 Bytes	         0.3576 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullWithReserveInserts/unordered-3000000-8           	       2	 390591156 ns/op	 129880200 Bytes	         0.7153 Load	   3000000 N-runs	72000000 B/op	 3000000 allocs/op
BenchmarkU64RandomFullWithReserveInserts/swiss-3000000-8               	       2	 135182457 ns/op	  82620080 Bytes	        -1.000 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullWithReserveInserts/generic-3000000-8             	       2	 175097712 ns/op	 326315760 Bytes	        -1.000 Load	   3000000 N-runs	201326592 B/op	       1 allocs/op
BenchmarkU64RandomFullDeletes/std-50000-8                              	       2	   1899911 ns/op	   2132288 Bytes	        -1.000 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robin-50000-8                            	       2	    641733 ns/op	   3878968 Bytes	         0 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robinLowLoad-50000-8                     	       2	    645235 ns/op	   3879032 Bytes	         0 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/unordered-50000-8                        	       2	    713788 ns/op	   2449224 Bytes	         0 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/swiss-50000-8                            	       2	   1260984 ns/op	   2676224 Bytes	        -1.000 Load	     50000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/generic-50000-8                          	       2	   2401728 ns/op	   8589216 Bytes	        -1.000 Load	     50000 N-runs	 3145632 B/op	      15 allocs/op
BenchmarkU64RandomFullDeletes/std-100000-8                             	       2	   3898010 ns/op	   3969888 Bytes	        -1.000 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robin-100000-8                           	       2	   1679606 ns/op	   7426392 Bytes	         0 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robinLowLoad-100000-8                    	       2	   1702170 ns/op	   7426568 Bytes	         0 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/unordered-100000-8                       	       2	   1500323 ns/op	   4575320 Bytes	         0 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/swiss-100000-8                           	       2	   2598896 ns/op	   3076544 Bytes	        -1.000 Load	    100000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/generic-100000-8                         	       2	   5461147 ns/op	  16855440 Bytes	        -1.000 Load	    100000 N-runs	 6291360 B/op	      16 allocs/op
BenchmarkU64RandomFullDeletes/std-200000-8                             	       2	   8191528 ns/op	   7595696 Bytes	        -1.000 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robin-200000-8                           	       2	   6174768 ns/op	  14521160 Bytes	         0 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robinLowLoad-200000-8                    	       2	   5897318 ns/op	  14521240 Bytes	         0 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/unordered-200000-8                       	       2	   4822184 ns/op	   8827208 Bytes	         0 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/swiss-200000-8                           	       2	   5730962 ns/op	   9712680 Bytes	        -1.000 Load	    200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/generic-200000-8                         	       2	  13427114 ns/op	  33387296 Bytes	        -1.000 Load	    200000 N-runs	12582816 B/op	      17 allocs/op
BenchmarkU64RandomFullDeletes/std-400000-8                             	       2	  22450758 ns/op	  14871456 Bytes	        -1.000 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robin-400000-8                           	       2	  14508011 ns/op	  28702680 Bytes	         0 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robinLowLoad-400000-8                    	       2	  14189623 ns/op	  28702760 Bytes	         0 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/unordered-400000-8                       	       2	  18853168 ns/op	  17322872 Bytes	         0 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/swiss-400000-8                           	       2	  15089006 ns/op	  19077208 Bytes	        -1.000 Load	    400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/generic-400000-8                         	       2	  32202523 ns/op	  66443088 Bytes	        -1.000 Load	    400000 N-runs	25165728 B/op	      18 allocs/op
BenchmarkU64RandomFullDeletes/std-600000-8                             	       2	  39341349 ns/op	  25365712 Bytes	        -1.000 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robin-600000-8                           	       2	  22796967 ns/op	  55466248 Bytes	         0 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robinLowLoad-600000-8                    	       2	  22255252 ns/op	  55466520 Bytes	         0 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/unordered-600000-8                       	       2	  33718440 ns/op	  27915112 Bytes	         0 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/swiss-600000-8                           	       2	  28740400 ns/op	  28457544 Bytes	        -1.000 Load	    600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/generic-600000-8                         	       2	  52245092 ns/op	 130955776 Bytes	        -1.000 Load	    600000 N-runs	50331552 B/op	      19 allocs/op
BenchmarkU64RandomFullDeletes/std-800000-8                             	       2	  57490050 ns/op	  29588304 Bytes	        -1.000 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robin-800000-8                           	       2	  30953617 ns/op	  57072568 Bytes	         0 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robinLowLoad-800000-8                    	       2	  30259160 ns/op	  57072840 Bytes	         0 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/unordered-800000-8                       	       2	  48173120 ns/op	  34321432 Bytes	         0 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/swiss-800000-8                           	       2	  43149598 ns/op	  37830296 Bytes	        -1.000 Load	    800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/generic-800000-8                         	       2	  69761070 ns/op	 132562320 Bytes	        -1.000 Load	    800000 N-runs	50331552 B/op	      19 allocs/op
BenchmarkU64RandomFullDeletes/std-1000000-8                            	       2	  70066254 ns/op	  48567056 Bytes	        -1.000 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robin-1000000-8                          	       2	  40765324 ns/op	  58670920 Bytes	         0 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robinLowLoad-1000000-8                   	       2	  39873420 ns/op	  58671000 Bytes	         0 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/unordered-1000000-8                      	       2	  64085116 ns/op	  40719688 Bytes	         0 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/swiss-1000000-8                          	       2	  57247002 ns/op	  47210536 Bytes	        -1.000 Load	   1000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/generic-1000000-8                        	       2	  88314950 ns/op	 134160256 Bytes	        -1.000 Load	   1000000 N-runs	50331552 B/op	      19 allocs/op
BenchmarkU64RandomFullDeletes/std-1200000-8                            	       2	  84887455 ns/op	  50394368 Bytes	        -1.000 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robin-1200000-8                          	       2	  44903136 ns/op	 110600600 Bytes	         0 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robinLowLoad-1200000-8                   	       2	  43917172 ns/op	 110600680 Bytes	         0 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/unordered-1200000-8                      	       2	  76936642 ns/op	  55506344 Bytes	         0 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/swiss-1200000-8                          	       2	  71826442 ns/op	  56574584 Bytes	        -1.000 Load	   1200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/generic-1200000-8                        	       2	 110373138 ns/op	 261587408 Bytes	        -1.000 Load	   1200000 N-runs	100663200 B/op	      20 allocs/op
BenchmarkU64RandomFullDeletes/std-1400000-8                            	       2	 104086821 ns/op	  53663632 Bytes	        -1.000 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robin-1400000-8                          	       2	  53561500 ns/op	 112206824 Bytes	         0 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robinLowLoad-1400000-8                   	       2	  51933361 ns/op	 112207000 Bytes	         0 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/unordered-1400000-8                      	       2	  92245560 ns/op	  61912568 Bytes	         0 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/swiss-1400000-8                          	       2	  86551297 ns/op	  65946824 Bytes	        -1.000 Load	   1400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/generic-1400000-8                        	       2	 128107183 ns/op	 263193536 Bytes	        -1.000 Load	   1400000 N-runs	100663200 B/op	      20 allocs/op
BenchmarkU64RandomFullDeletes/std-1600000-8                            	       2	 125517050 ns/op	  58607904 Bytes	        -1.000 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robin-1600000-8                          	       2	  61724545 ns/op	 113804664 Bytes	         0 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robinLowLoad-1600000-8                   	       2	  60313046 ns/op	 113804744 Bytes	         0 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/unordered-1600000-8                      	       2	 109091450 ns/op	  68310296 Bytes	         0 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/swiss-1600000-8                          	       2	  99930890 ns/op	  75326968 Bytes	        -1.000 Load	   1600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/generic-1600000-8                        	       2	 143811107 ns/op	 264791376 Bytes	        -1.000 Load	   1600000 N-runs	100663200 B/op	      20 allocs/op
BenchmarkU64RandomFullDeletes/std-1800000-8                            	       2	 126070794 ns/op	  95075024 Bytes	        -1.000 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robin-1800000-8                          	       2	  71065206 ns/op	 115402504 Bytes	         0 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robinLowLoad-1800000-8                   	       2	  69226535 ns/op	 115402584 Bytes	         0 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/unordered-1800000-8                      	       2	 124171970 ns/op	  74708152 Bytes	         0 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/swiss-1800000-8                          	       2	 114667891 ns/op	  84690824 Bytes	        -1.000 Load	   1800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/generic-1800000-8                        	       2	 164796842 ns/op	 266389408 Bytes	        -1.000 Load	   1800000 N-runs	100663200 B/op	      20 allocs/op
BenchmarkU64RandomFullDeletes/std-2000000-8                            	       2	 141809634 ns/op	  96812416 Bytes	        -1.000 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robin-2000000-8                          	       2	  80503474 ns/op	 117009016 Bytes	         0 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robinLowLoad-2000000-8                   	       2	  78583626 ns/op	 117009096 Bytes	         0 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/unordered-2000000-8                      	       2	 141896892 ns/op	  81114648 Bytes	         0 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/swiss-2000000-8                          	       2	 130044205 ns/op	  94079832 Bytes	        -1.000 Load	   2000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/generic-2000000-8                        	       2	 185884396 ns/op	 267995904 Bytes	        -1.000 Load	   2000000 N-runs	100663200 B/op	      20 allocs/op
BenchmarkU64RandomFullDeletes/std-2200000-8                            	       2	 158491186 ns/op	  98640000 Bytes	        -1.000 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robin-2200000-8                          	       2	  78945812 ns/op	 219270424 Bytes	         0 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robinLowLoad-2200000-8                   	       2	  80677246 ns/op	 219270504 Bytes	         0 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/unordered-2200000-8                      	       2	 147804293 ns/op	 104289992 Bytes	         0 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/swiss-2200000-8                          	       2	 145263902 ns/op	 103427576 Bytes	        -1.000 Load	   2200000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/generic-2200000-8                        	       2	 215394864 ns/op	 521252448 Bytes	        -1.000 Load	   2200000 N-runs	201326496 B/op	      21 allocs/op
BenchmarkU64RandomFullDeletes/std-2400000-8                            	       2	 180833452 ns/op	 100632032 Bytes	        -1.000 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robin-2400000-8                          	       2	  88849289 ns/op	 220869144 Bytes	         0 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robinLowLoad-2400000-8                   	       2	  87135509 ns/op	 220869224 Bytes	         0 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/unordered-2400000-8                      	       2	 164970679 ns/op	 110688712 Bytes	         0 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/swiss-2400000-8                          	       2	 161176602 ns/op	 112808600 Bytes	        -1.000 Load	   2400000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/generic-2400000-8                        	       2	 228646471 ns/op	 522851216 Bytes	        -1.000 Load	   2400000 N-runs	201326496 B/op	      21 allocs/op
BenchmarkU64RandomFullDeletes/std-2600000-8                            	       2	 191643297 ns/op	 102738768 Bytes	        -1.000 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robin-2600000-8                          	       2	  98514124 ns/op	 222475592 Bytes	         0 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robinLowLoad-2600000-8                   	       2	  95977841 ns/op	 222475672 Bytes	         0 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/unordered-2600000-8                      	       2	 180897196 ns/op	 117095160 Bytes	         0 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/swiss-2600000-8                          	       2	 179044230 ns/op	 122181064 Bytes	        -1.000 Load	   2600000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/generic-2600000-8                        	       2	 248480072 ns/op	 524457152 Bytes	        -1.000 Load	   2600000 N-runs	201326496 B/op	      21 allocs/op
BenchmarkU64RandomFullDeletes/std-2800000-8                            	       2	 206400809 ns/op	 107202672 Bytes	        -1.000 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robin-2800000-8                          	       2	 105554160 ns/op	 224073528 Bytes	         0 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robinLowLoad-2800000-8                   	       2	 102492620 ns/op	 224073704 Bytes	         0 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/unordered-2800000-8                      	       2	 197039314 ns/op	 123493192 Bytes	         0 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/swiss-2800000-8                          	       2	 193379636 ns/op	  77142000 Bytes	        -1.000 Load	   2800000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/generic-2800000-8                        	       2	 262973514 ns/op	 526055360 Bytes	        -1.000 Load	   2800000 N-runs	201326496 B/op	      21 allocs/op
BenchmarkU64RandomFullDeletes/std-3000000-8                            	       2	 238318184 ns/op	 111805696 Bytes	        -1.000 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robin-3000000-8                          	       2	 116767752 ns/op	 225671544 Bytes	         0 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/robinLowLoad-3000000-8                   	       2	 113551415 ns/op	 225671624 Bytes	         0 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/unordered-3000000-8                      	       2	 211856526 ns/op	 129891112 Bytes	         0 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/swiss-3000000-8                          	       2	 208397098 ns/op	  82630944 Bytes	        -1.000 Load	   3000000 N-runs	       0 B/op	       0 allocs/op
BenchmarkU64RandomFullDeletes/generic-3000000-8                        	       2	 280644838 ns/op	 527653104 Bytes	        -1.000 Load	   3000000 N-runs	201326496 B/op	      21 allocs/op
